AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,CRM,CRM,CRM,CRM,CRM,MRNA,MRNA,MRNA,MRNA,MRNA,MSFT,MSFT,MSFT,MSFT,MSFT,NIO,NIO,NIO,NIO,NIO,NNDM,NNDM,NNDM,NNDM,NNDM,NVDA,NVDA,NVDA,NVDA,NVDA,PFE,PFE,PFE,PFE,PFE,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
197.83,200.99,197.35,199.8,22499633,1892.91,1903.8,1887.32,1897.75,2011515,151.28,151.38,148.92,149.04,4897780,13.92,14.18,13.65,13.69,1110059,134.35,135.74,133.6,133.93,18589050,2.64,2.73,2.54,2.55,19164215,0.47,0.4753,0.461258,0.4677,43513,156.61,161.72,156.09,159.25,13319378,43.68,43.8,42.5,42.99,32818808,220.31,227.23,218.1,219.18,8076589
200.29,201.57,199.57,199.73,15460769,1902.0,1911.24,1898.04,1903.67,1923521,149.89,150.76,148.47,150.67,6338779,13.5,14.405,13.5,14.34,1688057,134.14,134.71,133.51,134.14,13350840,2.51,2.62,2.44,2.6,23753149,0.4668,0.49,0.45,0.45,52045,162.71,164.0,161.26,163.23,10075642,43.02,43.56,43.01,43.42,14323173,219.45,222.9,217.35,222.81,5927800
199.24,199.4,197.05,197.92,18773228,1912.8,1912.8,1884.0,1889.83,2263386,151.11,151.77,149.6,151.53,4664177,14.45,14.64,14.11,14.61,1335251,134.495,134.58,133.1558,133.93,15208650,2.615,2.63,2.51,2.54,14475956,0.4877,0.4877,0.4624,0.48,15281,165.02,165.22,162.35,164.16,7509864,43.44,43.715,42.975,43.33,21216304,221.68,225.17,221.31,223.46,5732666
203.17,204.49,200.65,201.68,24084814,1922.98,1929.82,1914.66,1922.26,2917672,154.57,154.74,151.8503,154.01,5662224,14.86,15.08,14.47,14.73,1106573,136.63,136.7,134.97,135.69,18770923,2.67,2.68,2.58,2.61,16757332,0.5,0.5,0.4526,0.483,18614,172.57,173.95,164.66,166.2,16485402,43.51,43.88,43.335,43.77,13954039,230.21,233.0995,226.29,227.16,7727451
201.41,203.1323,201.36,202.71,15693876,1919.38,1934.79,1906.63,1934.79,2407604,154.29,154.36,152.58,154.12,4352992,14.71,14.71,14.0,14.4,1179379,136.12,136.59,135.34,136.57,12885055,2.6,2.845,2.57,2.83,31844710,0.49,0.504,0.48,0.4901,68056,165.5,166.3493,161.7,162.2201,9169962,43.68,44.22,43.66,44.22,12223717,228.89,229.15,222.22,224.62,6739925
203.27,204.44,202.6901,204.41,9285267,1935.89,1941.59,1930.5,1939.0,1475704,154.54,155.75,154.16,155.73,3106378,14.5,15.33,14.4,15.31,906454,136.79,137.74,136.295,137.45,10872526,2.93,3.29,2.9,3.16,71197983,0.49,0.535,0.49,0.5248,204623,163.17,163.4,160.3415,162.76,5730072,44.37,44.5613,43.98,44.4,7844924,239.39,241.57,234.51,234.9,13233097
203.35,205.08,202.9,204.25,14933941,1928.6,1945.9,1925.3,1943.1,2418081,153.95,154.805,152.57,154.61,3572534,15.47,15.47,14.83,14.96,953830,135.94,137.33,135.72,137.07,14788455,3.31,3.34,3.15,3.26,32568388,0.5299,0.53,0.5001,0.5151,20103,160.4,160.58,157.68,160.33,9248287,44.31,44.345,43.78,43.925,13745483,234.57,235.45,230.8,233.15,6653090
200.81,201.4,198.41,200.01,21987224,1934.12,1956.0,1928.2532,1952.33,2593566,153.52,153.69,152.044,152.81,3937622,14.89,14.9,14.14,14.29,919703,136.4,137.1,135.3701,136.97,13660084,3.21,3.5,3.13,3.493,37559467,0.43,0.44,0.39,0.4101,448630,157.83,158.59,156.0,157.26,7704626,43.8,43.87,42.98,43.3,18285790,231.24,232.25,228.66,230.38,5647103
199.2,201.51,198.81,201.22,17767726,1947.88,1990.01,1943.475,1987.35,3966987,152.08,154.19,151.68,153.91,4236667,14.31,14.85,14.15,14.84,722221,136.0,136.97,135.8,136.435,15894256,3.575,3.9,3.42,3.7,81929806,0.427,0.434,0.4,0.415,150993,155.51,158.44,155.0,157.32,8153060,43.42,43.8,43.3,43.37,10781055,228.97,231.0,227.28,230.06,6001968
201.91,203.73,201.56,203.21,15615143,1996.51,2024.94,1995.4,2017.77,4445939,154.57,156.4,154.57,156.24,4385874,14.94,15.22,14.05,14.5,1737933,137.13,138.58,137.02,137.86,18541986,3.95,4.0,3.6,3.6565,74552824,0.44,0.44,0.42,0.4289,61631,159.06,162.3689,158.5,160.06,10343651,43.65,44.105,43.435,44.055,11822885,234.15,238.94,233.14,238.92,8477126
203.31,204.39,201.72,201.74,16021915,2025.62,2035.8,1995.3,2001.07,3957307,156.82,159.3,156.62,158.88,6524677,14.56,14.7,14.12,14.4,1105942,138.2,139.22,137.87,138.4,19376896,3.64,3.68,3.32,3.41,53379157,0.4394,0.4394,0.4,0.41,88373,163.0,167.92,161.5,166.28,16098912,43.32,43.56,42.38,42.98,28237086,238.14,241.5,235.8,238.6,7262861
202.45,204.0,202.2,203.24,15272214,2008.27,2017.0,2003.87,2010.02,2199931,159.4,159.6,157.4,158.08,3482645,14.27,14.48,14.06,14.2,1050749,138.85,139.13,138.0099,138.89,14813882,3.34,3.639,3.32,3.47,35765286,0.41,0.436,0.41,0.420688,85827,167.4,170.47,167.4,167.6,11618869,42.91,42.99,42.01,42.4,27349051,239.75,245.38,239.71,245.06,8720374
204.09,205.87,204.0,205.2,14419116,2021.4,2022.9,2001.55,2021.0,2598695,158.76,159.84,157.48,159.65,2877570,14.28,14.46,14.0,14.31,702589,139.59,139.59,138.46,138.94,13238147,3.49,3.5202,3.34,3.3887,18625439,0.373,0.41,0.373,0.406,224552,168.46,169.1058,166.13,167.31,6702428,42.27,42.77,42.24,42.76,15896043,248.0,254.42,244.86,253.48,10516336
204.59,206.11,203.5,204.49,14501634,2010.58,2026.3196,2001.22,2010.0,2356968,159.96,161.61,156.8,157.09,6461710,14.32,14.475,14.0,14.135,1088057,138.96,139.05,136.52,137.08,19654715,3.4,3.45,3.26,3.3,23820866,0.4027,0.4295,0.39,0.392905,68341,166.67,168.17,164.8425,167.07,8110870,42.79,42.965,42.48,42.855,13795354,249.3,253.53,247.9325,252.4,7718769
204.05,205.0915,203.27,203.28,11652445,2007.05,2012.0,1992.12,1992.16,2257978,157.68,159.92,157.66,158.24,3738710,14.17,14.59,14.0,14.05,1162864,137.7,137.93,136.22,136.22,16462100,3.28,3.52,3.25,3.4299,24593528,0.4,0.4,0.3754,0.385,46379,167.15,169.99,165.974,169.69,7984114,43.09,43.19,42.73,42.74,12252210,255.6,258.31,253.35,254.83,9338786
204.0,205.88,203.7,205.66,15375748,1980.01,1987.5,1951.55,1978.67,3163219,157.0,158.58,156.2059,157.96,3157374,14.09,14.28,13.9,14.28,730424,135.55,136.62,134.67,136.28,23382478,3.47,3.495,3.31,3.43,16618917,0.395,0.395,0.3799,0.3799,63747,170.1,172.71,167.85,170.18,9409946,42.86,43.06,42.55,43.06,9786145,255.05,255.75,251.885,253.59,4502229
205.79,206.5,202.36,202.57,18834365,1991.02,1996.0,1962.2255,1965.0,2898302,159.73,160.74,156.29,156.78,4670489,14.29,14.4,14.01,14.09,987183,140.22,140.67,136.45,136.62,43308021,3.43,3.48,3.36,3.365,12832292,0.385,0.4,0.37,0.38,80569,171.72,171.98,168.2,168.44,7829676,43.19,43.21,42.77,42.79,10500165,255.69,259.96,254.62,258.0789,6785285
203.65,207.23,203.61,207.22,18906200,1971.14,1989.0,1958.26,1985.92,2574102,157.65,159.05,157.145,157.72,2593114,14.22,14.32,13.91,14.05,999511,137.41,139.19,137.33,138.43,20785406,3.38,3.45,3.31,3.385,11528495,0.3818,0.39,0.37,0.37,44017,169.3,171.84,169.0,171.31,7088271,42.83,43.02,42.55,42.82,7674543,258.75,262.155,254.1911,255.65,6489574
208.46,208.91,207.29,208.825,16418505,1995.99,1997.79,1973.13,1994.47,2309402,157.98,158.45,155.28,156.29,4323749,14.06,14.13,13.12,13.59,1901464,139.76,139.99,138.03,139.29,15676393,3.43,3.49,3.37,3.465,11635281,0.37,0.3753,0.3602,0.3641,43631,172.9,175.74,172.27,175.71,9597794,42.85,43.23,42.75,43.1,12533289,256.71,260.48,254.5,260.1,4851377
207.67,209.15,207.17,208.67,13012280,1969.3,2001.2,1965.87,2001.04,2306251,155.98,160.25,155.7,159.75,3671640,13.75,14.52,13.473,14.46,1122140,138.9,140.74,138.85,140.72,16545564,3.45,3.75,3.44,3.68,35222713,0.392,0.45,0.369,0.4222,903064,177.4,178.89,174.34,178.7,8568120,43.0,43.0,42.37,42.89,14156001,259.17,266.07,258.1601,265.0288,7366736
208.89,209.24,206.73,207.05,11866283,2001.0,2001.2,1972.72,1975.02,2871851,160.12,161.13,158.67,159.3,6237651,14.51,14.65,13.5,13.5,865635,140.43,140.61,139.3215,140.19,15828520,3.68,3.72,3.5,3.5,24134979,0.41,0.44,0.38,0.3899,188744,176.99,177.5,172.44,173.32,8709806,42.83,43.0,42.5315,42.69,12406687,233.5,234.5,225.5501,228.8102,20548751
207.48,209.73,207.14,207.75,15409845,1942.0,1950.895,1924.51,1943.05,4535583,159.56,160.82,158.73,159.97,4217876,13.59,14.18,13.36,14.11,655849,140.37,141.675,140.3,141.34,13850451,3.56,3.62,3.5,3.51,14452672,0.42,0.42,0.3946,0.4016,34653,174.47,176.95,174.47,175.04,5969515,42.66,43.17,42.43,43.1,16749475,226.92,230.26,222.25,228.0,9703872
208.46,210.64,208.44,209.67,18828351,1930.0,1932.226,1890.54,1912.87,4140433,160.4,161.2,155.52,156.21,8077415,14.17,14.33,13.56,13.69,704966,141.5,141.51,139.3663,141.04,12886300,3.55,3.58,3.32,3.46,24185437,0.3944,0.41,0.3898,0.4044,118944,174.78,175.4697,171.27,174.82,5406492,42.17,43.0,41.34,41.45,53012601,227.09,235.94,226.0325,235.792,8922968
208.76,210.16,207.31,208.884,24482953,1891.98,1909.89,1883.48,1899.22,2709016,155.34,158.22,154.62,156.99,3669045,13.61,13.76,13.29,13.4,849597,140.18,141.2199,139.8005,140.37,13481272,3.4292,3.44,3.35,3.38,12769172,0.45,0.45,0.4016,0.407,112119,172.95,175.94,172.37,175.46,4468984,39.83,40.24,38.6,38.8137,83035231,232.9,243.36,232.18,242.26,7862017
216.42,221.37,211.3,212.78,62976187,1898.11,1899.55,1849.44,1866.39,4056598,157.39,157.89,152.3,154.47,6470154,13.42,13.51,13.04,13.1,1031226,140.33,140.49,135.08,136.21,31831950,3.38,3.53,3.36,3.47,17750462,0.4254,0.4254,0.3807,0.4016,121253,174.18,174.215,167.02,168.72,8071884,38.6,39.67,38.51,38.86,45508911,243.0,246.68,236.6501,241.62,8812185
213.9,218.03,206.7435,208.4595,51518842,1872.35,1897.92,1844.01,1855.33,4444048,154.73,157.78,150.41,150.79,11670306,13.2,13.4,12.71,13.01,1466733,137.0,140.9383,136.93,138.06,36054988,3.45,3.51,3.2,3.28,25374020,0.4,0.4199,0.3892,0.4026,103217,169.14,172.78,162.8204,164.92,9657385,38.31,38.62,37.68,38.25,43761994,242.65,244.51,231.77,233.94,7976109
205.53,206.19,201.7,204.09,30361920,1845.07,1846.3634,1808.02,1823.52,3812376,149.8,149.9,145.31,145.7,11088377,13.0,13.0368,12.4,12.74,979079,138.09,138.32,135.26,136.9,23815759,3.21,3.33,3.16,3.27,13479124,0.3903,0.419,0.38,0.3855,59716,161.19,163.1,159.28,161.17,7916199,38.25,38.54,37.75,38.0,21347117,231.35,236.27,229.23,234.2784,5014277
197.99,198.649,192.58,193.22,44910342,1771.26,1788.6678,1748.78,1765.13,5334410,141.34,143.75,139.8,142.85,11181036,12.55,12.69,12.2,12.28,993426,133.3,133.9298,130.78,132.2,35492393,3.14,3.14,2.85,2.9583,34349069,0.3899,0.3899,0.33,0.3484,131909,153.8,153.85,148.9,150.73,13243562,37.76,37.83,36.41,36.95,36294731,229.6,231.3673,225.775,228.48,6526882
196.31,198.067,194.04,196.98,31922123,1791.0,1793.77,1753.4,1787.44,4598728,143.79,144.96,141.96,142.8,5839112,12.5,12.8675,11.9,12.28,1962815,133.8,135.68,133.21,134.66,25230023,3.09,3.14,3.0,3.1,19997477,0.385,0.385,0.34,0.3651,36414,153.8,155.63,150.43,152.34,7660459,37.19,37.31,36.47,36.95,24685083,231.88,232.5,225.75,230.63,5256223
195.41,199.56,193.82,199.14,29096670,1773.99,1798.93,1757.0,1793.39,4044619,140.93,143.1,139.06,141.63,6821542,12.26,14.5,11.54,12.87,2859061,133.8,135.65,131.8284,135.28,26194932,3.04,3.09,2.93,3.09,15964376,0.365,0.3699,0.3539,0.363799,78477,149.9,154.37,149.2,153.97,6955697,36.65,36.785,35.86,36.58,24096049,226.51,233.5688,225.8,233.47,4574805
200.22,203.53,199.39,203.45,23184966,1806.0,1834.26,1798.11,1834.26,3268663,143.52,144.96,142.32,143.88,7210741,12.91,13.3,12.3,13.21,1451636,136.6,138.99,135.93,138.91,20703630,3.13,3.26,3.11,3.17,18541346,0.37,0.3849,0.3501,0.38,49101,156.21,158.31,153.9,158.31,6837963,36.7,36.95,36.6,36.89,17265922,234.45,239.8,232.65,238.29,5027207
202.3093,202.76,199.3,200.93,20564640,1826.0,1831.091,1802.22,1807.88,2495170,143.61,144.47,141.69,143.42,4374866,13.1,13.55,12.97,13.33,688360,138.87,139.38,136.46,137.69,18350156,3.1,3.18,3.1,3.13,9378369,0.3798,0.38,0.3408,0.367,6611,156.61,156.75,152.15,154.18,7708864,36.7,36.83,36.11,36.35,16907286,236.0535,238.96,233.81,235.0,3678950
199.62,202.0516,199.15,200.5,19539038,1795.99,1800.98,1777.0,1784.75,2510579,141.55,141.97,140.05,140.72,3660983,13.42,13.68,12.984,13.01,767928,137.07,137.86,135.24,135.81,15264976,3.05,3.11,2.96,3.05,12590434,0.3689,0.3689,0.3476,0.3598,54155,152.08,154.18,150.57,151.45,5769606,36.31,36.32,34.78,35.39,34827389,232.99,235.77,228.75,229.02,4435506
201.05,212.14,200.83,208.98,43076897,1781.04,1831.7429,1780.0,1824.29,3656625,140.93,145.0,140.4324,143.92,4250409,13.0,13.395,12.76,13.32,539276,136.05,138.8,135.0,138.6,21855465,3.0,3.2,3.0,3.15,17173661,0.38,0.38,0.3422,0.35,128644,151.39,157.9,149.8201,156.08,7937036,35.43,35.805,35.15,35.2,33788216,228.81,236.0,227.55,234.97,4659970
203.16,206.44,202.5869,202.75,30918861,1793.01,1795.6514,1757.215,1762.96,4353369,141.29,142.36,137.87,139.7,7193036,13.08,13.22,12.5,12.73,1302759,136.36,136.92,133.67,133.98,24545638,3.075,3.08,2.88,2.9,26640270,0.35,0.35,0.3099,0.3251,101941,152.5035,152.95,148.3111,150.07,9120867,34.93,34.98,34.2,34.23,28359871,231.21,231.5,216.69,219.59,8733756
203.46,205.14,199.67,201.74,24575334,1781.99,1788.0,1761.96,1775.41,3427389,141.1,143.3,139.7465,142.15,6016155,12.72,12.95,12.47,12.67,1136458,133.98,134.58,132.25,133.691,22783901,2.99,2.99,2.77,2.82,15702013,0.31,0.31,0.3,0.305443,81855,150.83,151.63,147.394,148.7975,10054918,34.3,34.58,33.97,34.48,24288932,220.86,221.56,211.55,215.52,7836075
204.28,207.16,203.84,206.44,25086579,1792.89,1802.9082,1784.5496,1791.8,2767735,143.06,145.34,142.5235,143.88,4766185,12.85,13.24,12.79,13.17,1042907,134.88,136.46,134.72,136.13,21414280,2.89,3.01,2.86,2.955,14339193,0.3146,0.34,0.3014,0.316,58347,159.35,161.54,156.88,159.49,23016994,34.72,35.01,34.49,34.66,20260717,216.75,222.24,216.02,219.92,4820433
210.62,212.7307,210.025,210.34,21547293,1818.08,1826.0,1812.61,1816.83,2483931,145.6,146.1395,142.89,143.67,4132439,13.25,13.5,13.02,13.41,1773802,137.855,138.55,136.885,138.41,19420135,3.0,3.1,3.0,3.01,12500178,0.329,0.329,0.3196,0.3235,40919,164.12,171.42,163.47,170.77,18993647,34.88,35.32,34.83,35.18,15477681,224.21,227.83,221.7,226.81,5067001
210.88,213.35,210.32,210.35,21011089,1814.5,1816.82,1799.88,1801.35,1677671,144.16,146.5,143.06,145.57,5286365,13.87,14.65,13.6,14.18,3303022,138.21,138.71,137.24,137.24,15455600,3.06,3.21,3.0,3.17,15586926,0.327,0.327,0.29,0.31,90916,170.56,170.58,167.02,167.84,10946416,35.1,35.16,34.57,34.62,15485557,227.62,229.09,224.54,225.65,3763018
212.99,213.65,211.6032,212.65,18800282,1819.39,1829.5785,1815.0,1823.38,1852417,146.9,148.39,146.16,147.36,5655688,14.25,14.41,13.76,14.32,1362469,138.55,139.4935,138.0,138.78,12370201,3.23,3.27,3.02,3.06,19544479,0.3,0.315,0.2902,0.3149,46939,170.53,173.45,169.66,171.24,9953267,34.94,35.12,34.82,34.87,14514811,222.01,223.22,217.6,220.79,7342403
213.19,214.435,210.75,212.45,19267504,1827.35,1829.4111,1800.1,1804.25,2284144,149.49,149.9,145.47,148.3175,8608110,14.37,14.43,14.04,14.16,991900,138.66,139.2,136.29,137.77,15649907,3.06,3.09,3.01,3.02,11533248,0.3032,0.3055,0.292,0.3,130083,171.62,173.33,169.9045,171.46,7149759,34.96,35.23,34.8,35.1,12789886,222.8,225.4,218.22,222.05,5473992
209.43,212.051,201.0,202.63,40593444,1793.03,1804.8962,1745.23,1750.77,4622453,157.7,158.42,150.65,151.52,24256728,14.08,14.36,13.83,13.89,1466404,137.1897,138.35,132.8,133.4,31330202,3.0,3.04,2.885,2.91,12653365,0.3,0.3,0.292,0.2989,50898,168.4,170.59,161.64,162.52,12524582,35.21,35.35,34.17,34.36,19471224,219.97,221.17,211.0,211.39,8015679
205.86,207.19,205.0573,206.6,22978406,1767.5,1770.0,1743.51,1770.0,2669759,153.51,155.21,151.52,155.18,8115255,14.01,15.38,14.0,14.98,3067784,135.01,135.56,133.9,135.54,16264514,2.95,2.95,2.83,2.91,13015230,0.3138,0.3138,0.292,0.296212,72190,165.61,166.58,163.91,165.46,7257716,34.62,34.86,34.48,34.86,13865885,213.6,215.02,211.54,214.98,4696205
207.81,208.55,203.53,204.14,19309254,1775.73,1779.4,1746.68,1761.92,2491245,154.26,155.9,152.53,153.6,6103557,15.17,15.5,14.12,14.51,2644641,136.39,136.72,134.66,135.75,16302609,2.92,3.0,2.83,2.92,16115915,0.292,0.3,0.2752,0.2915,83810,166.99,167.1,160.62,161.81,6499908,35.01,35.09,34.31,34.32,17857382,215.74,218.8,212.03,214.16,4999917
204.1,205.72,203.32,205.52,14081649,1755.0,1767.86,1744.0505,1764.0,2220361,152.5,152.78,150.87,151.84,4541607,14.51,15.04,14.38,14.815,1425687,134.88,135.76,133.55,135.55,14545360,2.9,2.92,2.83,2.86,8402916,0.306,0.306,0.2766,0.2902,112650,160.58,163.34,159.0,161.21,5920803,34.36,35.15,34.275,35.08,19665934,213.69,217.25,212.31,215.59,3093685
208.5,209.32,206.655,209.1,18354476,1783.0,1798.55,1777.25,1786.46,2683039,153.4,156.0,152.66,155.94,5514050,14.91,15.2,14.61,15.18,1609810,137.25,138.44,136.91,138.16,17138202,2.91,2.93,2.85,2.855,10921438,0.2935,0.3047,0.29,0.2901,34164,164.9,168.3,164.76,166.99,8376773,35.79,35.79,35.225,35.34,15595521,218.95,223.4,218.0,221.7,4868685
210.16,210.45,207.2,208.74,16839712,1797.49,1799.74,1764.57,1776.19,2577738,156.42,158.22,153.7,156.05,6604717,15.3,15.75,15.2,15.74,1534826,139.2,139.2,136.27,137.92,17470601,2.9,2.91,2.84,2.875,7195151,0.3,0.33,0.29,0.3,24817,168.86,170.86,166.78,167.51,6561156,35.62,35.72,35.28,35.51,12573747,229.15,232.44,224.213,225.6,8258412
206.43,206.98,204.22,205.695,17928464,1770.0,1800.8,1768.0,1789.51,3164026,154.21,155.32,151.76,152.81,4404092,16.1,16.5,14.35,14.88,2498602,136.61,137.2,135.7,136.12,15851752,2.82,2.83,2.58,2.6,24461091,0.3222,0.33,0.3,0.3,120401,164.58,165.91,163.252,164.16,6605182,35.61,36.285,35.51,36.12,21621138,224.08,228.95,223.16,225.11,5080361
208.39,209.48,207.32,209.25,16915267,1805.0,1807.6309,1796.23,1800.46,2144301,154.09,154.92,152.32,152.5,3308135,15.11,15.59,14.8,15.42,1487004,137.3,137.69,136.48,137.69,14888337,2.7,2.75,2.64,2.75,13747367,0.31,0.3149,0.2975,0.3001,218200,166.61,169.045,166.61,168.76,5149180,36.3,36.4,35.7,35.82,16856971,226.89,228.46,219.205,220.71,5480727
212.0,213.97,211.51,213.27,20371927,1821.84,1842.0,1815.575,1840.73,2970700,154.64,154.74,151.95,153.75,4660824,15.65,16.13,15.02,15.53,1337619,139.11,140.3837,138.76,140.05,21972890,2.81,3.0,2.8,2.95,21233137,0.35,0.38,0.3,0.302,3058593,172.865,179.99,172.8,179.76,16416874,36.11,36.4799,35.885,36.33,15404964,222.5,229.8,220.85,229.48,7033497
214.05,214.42,212.51,213.27,17147590,1838.22,1840.65,1826.4,1833.51,2157266,153.97,154.05,150.77,151.1,4280868,15.56,16.18,15.14,15.91,1983479,140.03,140.18,138.2,139.13,17404946,2.99,3.0,2.87,2.975,13530150,0.31,0.312,0.286189,0.29,465735,178.8,181.09,177.12,178.65,8770356,36.36,36.565,36.11,36.49,15358703,227.85,229.64,225.17,227.49,4102982
214.84,216.44,211.07,214.15,23194004,1841.0,1850.0,1824.61,1831.29,2632165,151.66,152.15,148.09,149.53,5775898,15.98,16.23,15.36,16.045,2272405,139.59,139.75,136.46,137.58,22373275,3.0,3.14,2.93,3.14,16475582,0.2903,0.2997,0.27,0.28,809254,179.9,183.98,179.84,180.44,9379272,36.59,36.84,36.13,36.83,17792689,229.97,233.76,229.23,231.78,4609862
213.86,216.78,211.71,216.77,27664503,1822.75,1825.81,1805.3356,1821.31,2202645,148.77,151.66,147.74,149.57,5655367,16.06,17.34,15.97,17.11,2993274,136.8,136.8862,134.51,136.15,23250035,3.13,3.33,3.07,3.32,19667688,0.285,0.3052,0.28,0.2949,295424,179.18,184.25,178.79,183.24,7949496,36.59,37.37,36.02,37.37,26960007,230.8,235.54,228.94,235.54,4654579
218.07,223.64,217.73,223.587,39572875,1811.97,1833.42,1809.08,1822.49,2005996,150.09,154.65,149.04,154.11,5628712,17.34,17.59,15.89,15.91,3337034,135.91,136.27,135.09,136.15,19779471,3.28,3.33,3.16,3.27,12855554,0.3049,0.3049,0.2949,0.295,115695,183.77,186.27,182.6006,184.41,8084676,37.74,37.76,36.9,37.4,13230534,237.38,248.1741,236.0,247.23,9601813
224.8,226.42,222.86,223.09,26816046,1838.1,1853.66,1834.28,1843.0,2521448,155.04,156.8,154.41,154.73,4569661,16.23,18.46,16.2,16.4,7974636,137.85,138.42,136.87,137.5414,20314197,3.24,3.265,3.1,3.18,10667547,0.33,0.33,0.3116,0.32382,194646,186.2,188.4,183.95,184.26,7514491,37.57,37.62,37.055,37.3,12914141,247.7,253.5,244.4,245.86,8043768
220.0,220.79,217.02,218.8,35658287,1842.01,1846.1215,1835.17,1839.34,1645917,154.32,154.91,152.74,152.92,3162028,16.45,17.04,16.06,16.73,3097204,137.78,138.06,136.57,137.21,16044045,3.22,3.27,3.15,3.23,7457515,0.323,0.3398,0.318,0.335,235988,181.59,183.08,180.18,181.92,7349789,37.39,37.595,36.61,36.9,17761573,246.96,248.45,244.865,245.27,5075640
217.73,220.13,217.56,219.9,18614200,1824.02,1825.6941,1800.2,1808.23,3214425,151.65,154.105,151.36,152.99,2224714,16.73,17.31,16.69,17.07,2993167,135.83,136.7,135.66,136.4,11868175,3.15,3.21,3.09,3.11,11425936,0.3325,0.339,0.31222,0.3241,169137,178.92,181.6,178.5,180.2,5107659,36.46,37.015,36.35,36.82,13512255,246.0,247.43,241.17,242.7,4459981
219.96,220.82,219.12,220.65,15755170,1807.2,1823.99,1804.1,1822.62,1767317,153.0,153.45,151.73,152.79,2685787,17.46,17.95,17.19,17.66,4576885,136.96,137.52,136.425,137.39,13402758,3.11,3.17,3.0,3.17,11503455,0.33,0.33,0.32,0.3209,31090,180.48,181.2356,178.61,181.02,4795310,36.79,36.8,36.345,36.51,17216776,242.47,245.6,240.37,244.79,3690146
221.06,222.85,219.44,222.77,22597641,1818.13,1822.06,1795.5,1817.59,2250447,152.35,152.91,150.57,152.77,2576304,17.77,18.0,17.35,17.74,3147141,137.36,138.67,136.5299,138.53,18456568,3.21,3.21,3.03,3.0806,11770205,0.32,0.336,0.31,0.3112,51951,180.79,181.42,176.5,179.99,5492711,36.57,36.72,36.26,36.38,13356207,245.0,248.1685,242.37,243.43,3992199
222.01,223.76,220.37,220.95,19560095,1821.06,1832.57,1817.9,1821.54,1793657,153.52,154.25,152.77,153.59,2481324,17.71,18.42,17.6527,17.89,3579615,140.3,142.37,140.0736,141.08,31138067,3.12,3.16,3.08,3.105,7917891,0.3216,0.3486,0.3201,0.3332,210835,180.22,180.96,176.5101,176.91,5480033,36.42,36.765,36.34,36.51,12978443,246.0,247.94,244.84,246.58,4454220
221.38,222.56,217.473,217.69,36711725,1821.71,1830.63,1780.92,1794.89,4714413,154.69,156.88,153.62,155.13,7737731,18.14,18.39,17.75,18.05,5570334,141.01,141.65,138.25,139.28,40686698,3.14,3.16,3.02,3.03,10443008,0.34,0.34,0.3201,0.3299,106873,176.9,177.85,172.28,172.62,8292321,36.89,37.25,36.48,36.69,36418808,246.49,246.946,238.16,240.59,5996334
218.95,219.84,217.65,218.68,16353130,1777.0,1792.7,1767.32,1784.29,2557364,154.15,155.197,152.96,154.64,3265981,18.24,18.48,17.56,17.81,2744611,139.23,139.63,138.44,139.09,13545121,2.98,2.98,2.71,2.715,36522566,0.3299,0.3299,0.316,0.319318,185956,172.66,176.67,172.55,174.84,5770656,36.58,36.58,36.235,36.24,11581484,240.0,245.1794,239.22,241.25,4157878
221.03,222.49,217.19,217.68,27025966,1790.605,1795.705,1735.545,1742.34,4199402,154.28,156.27,151.09,152.15,3644759,17.83,17.99,17.25,17.76,3044972,140.37,140.69,136.88,137.38,23947563,2.22,2.24,1.97,2.165,109445273,0.32,0.45,0.28,0.355,2120348,176.37,177.29,171.1,172.56,7378726,36.27,36.58,35.98,36.02,18521533,241.52,241.99,222.61,223.2817,12393973
218.55,221.5,217.1402,220.99,18945127,1747.36,1773.0,1723.0,1768.08,3087299,152.05,153.21,148.9,152.94,3096209,17.71,17.71,17.1,17.18,2636538,137.5,139.958,136.04,139.36,17416474,2.15,2.15,2.02,2.0522,35874892,0.37,0.375,0.35,0.36995,1141370,172.51,179.02,170.71,178.27,7038655,35.91,36.35,35.8,35.9,14835120,224.56,228.98,218.36,228.7,8944825
220.0,220.94,218.83,219.89,16151246,1762.79,1763.37,1731.5,1740.12,3136278,152.42,153.4,151.84,152.36,3440081,17.41,17.51,16.1447,16.32,4100044,139.44,140.18,138.44,139.57,14306302,2.05,2.06,1.9,1.955,48487873,0.4099,0.43,0.3779,0.41,985826,177.54,178.19,175.29,177.37,4915413,36.07,36.24,35.565,35.79,12482033,230.66,243.31,227.4,242.52,11445264
220.54,220.96,217.2814,218.85,22606388,1747.8,1749.12,1713.82,1725.85,3613379,153.12,153.15,146.75,148.28,5407039,16.29,16.54,15.675,15.9,2251383,140.15,140.36,136.645,137.75,17829702,1.94,2.0,1.71,1.73,56475458,0.41,0.4161,0.3925,0.3925,262659,175.66,177.7,169.32,171.79,8413685,35.86,36.34,35.72,36.23,12418408,242.0,248.71,238.73,242.13,10663930
