AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,CRM,CRM,CRM,CRM,CRM,MRNA,MRNA,MRNA,MRNA,MRNA,MSFT,MSFT,MSFT,MSFT,MSFT,NIO,NIO,NIO,NIO,NIO,NNDM,NNDM,NNDM,NNDM,NNDM,NVDA,NVDA,NVDA,NVDA,NVDA,PFE,PFE,PFE,PFE,PFE,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
389.06,399.82,381.03,381.91,43528308,3251.06,3344.29,3068.3901,3101.55,7304358,200.0,200.26,188.03,188.24,4953907,63.89,77.7499,63.8,71.72,55882816,214.48,215.8,206.5,207.1,33360005,15.26,16.44,13.61,13.84,295944262,1.92,1.92,1.8273,1.84,1616842,423.8,431.6899,401.0,402.27,10891985,34.73,35.72,34.52,35.21,46322453,1659.0,1794.99,1471.1101,1494.1,37309610
379.36,389.02,375.51,388.21,37043531,3089.0,3127.38,2950.0,3084.02,6842135,185.99,189.96,183.3,189.56,5029464,74.0,76.9486,70.6201,75.04,27216851,206.13,208.85,202.03,208.39,33022403,13.25,14.13,12.42,14.09,183776063,1.8,1.825,1.6301,1.73,1972419,403.0,416.11,391.42,415.22,12837587,35.37,35.42,34.88,35.235,25768439,1556.0,1590.0,1431.0,1516.385,21744713
395.96,396.99,385.96,390.91,35722109,3080.23,3098.35,2973.1802,3008.87,5493280,191.03,192.1,186.75,188.09,6893680,87.52,88.37,78.01,80.23,83755539,209.56,211.33,205.03,208.05,28638402,13.815,13.95,12.85,13.52,110242373,1.75,1.87,1.71,1.81,1390710,416.57,417.32,402.23,409.06,9108168,35.99,36.0,35.47,35.72,21564335,1543.0,1550.0,1457.0,1546.875,15414147
386.25,389.62,383.62,385.72,24614253,2971.06,3032.0,2918.23,2994.55,5979324,186.42,186.8584,181.93,185.54,6714046,80.1598,84.2899,79.6,81.73,25932627,205.4,205.7,202.31,203.88,26229978,12.46,13.16,12.45,12.95,119007267,1.82,1.99,1.735,1.959,1282610,400.6,408.2699,395.82,405.02,7926503,35.6,35.64,35.255,35.62,15502452,1477.16,1531.71,1466.0,1498.7701,13387034
387.95,388.59,383.36,385.15,20185278,3009.0,3024.0,2948.45,2961.47,4387781,187.14,188.4,183.36,187.78,4147752,83.35,95.21,82.61,94.99,91935592,204.47,205.04,201.39,202.87,27682275,11.8603,12.07,10.46,11.0875,273702134,2.04,2.43,2.03,2.14,7634209,409.02,409.94,403.5101,408.1,6085342,35.86,36.33,35.725,36.24,20611879,1513.45,1537.51,1490.0,1500.45,8970942
385.665,394.0,384.25,393.43,19422805,3000.2,3201.3599,2994.017,3195.01,7081997,187.9,195.31,187.27,195.08,5130349,87.86,90.85,78.05,82.65,71684448,205.0,212.3,203.01,211.49,30212430,11.42,12.84,11.38,12.82,141140336,2.28,2.295,2.15,2.22,2320289,410.97,421.25,406.27,420.43,6399295,37.49,37.62,36.32,36.5,30980931,1519.01,1650.0,1488.0,1642.47,16357003
396.69,397.0,386.97,388.0,23389568,3232.49,3240.5757,3105.72,3141.43,5766866,196.0,196.5,189.48,190.8,5039942,80.91,82.43,79.07,80.9,25252037,213.66,213.94,208.03,208.75,32788138,13.45,13.58,12.62,12.88,121981459,2.24,2.265,2.12,2.22,1308381,420.52,422.3971,411.47,413.16,6490049,36.94,37.0792,36.52,36.69,20517313,1639.93,1675.0,1558.0,1567.58,15315602
386.77,391.9,386.41,389.09,18899399,3125.0,3150.0,3065.26,3100.23,3731096,190.78,191.87,188.87,191.37,2349791,79.61,84.12,79.11,83.23,26513753,209.2,212.3,208.39,211.7533,38475627,12.38,12.83,11.81,12.38,100973107,2.22,2.42,2.15,2.395,2894809,414.7,424.1,411.6623,417.74,8826766,38.23,38.73,37.52,38.565,76197110,1599.0,1626.42,1562.0,1590.58,11174728
387.9935,388.31,369.64,371.56,25747322,3098.2712,3098.2712,2977.9639,2987.725,3491415,191.48,194.57,187.51,188.57,2047643,82.05,82.68,74.9,75.34,18508107,207.19,210.92,202.19,202.6,44102464,12.59,12.63,12.0604,12.15,66218641,2.43,2.5,2.22,2.24,1674691,418.0,421.88,403.8,405.46,6899624,39.23,39.42,38.32,38.42,42780824,1678.95,1689.0,1502.64,1513.68,17448163
363.95,371.88,356.58,370.42,43883515,2930.0,3031.58,2888.0,3008.92,5356527,186.06,188.94,184.375,188.52,3218980,69.05,73.9,66.54,73.21,26606475,200.42,202.86,197.51,201.3,36899369,11.38,11.9,10.91,11.81,87069551,2.29,2.48,2.13,2.395,3345953,395.0,414.59,391.08,407.9,11235181,38.03,38.15,37.325,37.67,27487083,1416.01,1465.0,1366.54,1415.56,18634529
374.84,379.62,373.92,379.215,26920001,3062.0,3098.0,3015.77,3053.89,3843776,189.9,191.56,188.65,190.94,2477955,80.63,80.98,76.16,79.91,41630875,201.47,203.97,200.86,203.85,25380708,12.03,12.09,11.27,11.7,61840231,2.44,2.48,2.23,2.27,1797632,409.29,417.67,408.71,416.86,6700066,37.36,37.75,37.23,37.6,22810068,1435.0,1547.94,1413.0002,1539.91,15007344
377.47,378.1986,372.99,373.04,23023333,3054.27,3077.0925,2995.76,2999.62,2874548,191.0,192.97,189.05,189.6,4938977,81.0,83.85,79.5,81.49,31259095,203.61,204.7,201.74,201.74,20736836,11.48,12.64,11.38,12.27,136233152,2.29,2.3,2.17,2.22,908724,414.97,415.28,408.37,408.62,5815941,38.54,39.335,38.06,39.03,80246712,1504.0,1564.7,1474.42,1475.35,15010091
375.0,380.92,374.85,380.27,20387893,3030.99,3039.1592,2996.77,3034.27,2761363,190.15,194.555,189.75,193.68,6340932,81.98,82.82,76.5502,79.51,24039626,202.5,204.65,202.01,204.06,17736721,12.65,13.0,12.431,12.695,133801568,2.23,2.32,2.2,2.29,1117592,415.632,420.65,413.88,418.62,6715092,39.3,39.45,38.45,39.27,66014232,1501.0,1534.81,1487.0,1499.99,9158146
376.75,385.19,375.07,384.88,29577510,3014.0,3092.0,3005.0,3052.65,4619962,190.09,191.92,187.37,191.71,6480686,78.0,79.25,76.8,77.6,12537000,201.0,204.46,199.57,203.89,22636526,12.62,12.95,12.07,12.2,125140637,2.27,2.37,2.25,2.34,1186362,415.0,424.9218,411.81,424.43,7259635,38.28,38.94,38.2009,38.74,57922080,1488.0,1513.24,1471.0,1487.42,7337598
411.535,425.66,403.3,425.19,86940020,3244.0,3246.82,3151.0,3164.68,7390222,193.0,194.99,190.6696,194.85,5874380,78.2,78.44,73.6038,74.1,13781899,204.4,205.1,199.01,205.1,41856673,12.41,12.59,11.73,11.94,118350140,2.35,2.35,2.25,2.29,778431,422.53,430.66,417.32,424.58,8923622,38.67,38.75,37.86,38.48,43384156,1515.0,1517.05,1420.98,1432.0,11885250
432.8,446.5457,431.57,435.66,59319804,3180.51,3184.0,3104.0,3111.42,3755142,197.8,204.79,196.57,203.16,9467355,74.98,77.99,73.03,77.9404,9791283,211.52,217.64,210.44,216.54,58751854,12.53,13.67,12.46,13.6,193501988,2.29,2.4,2.29,2.37,889122,429.3,443.6595,428.61,440.41,6571862,38.61,38.66,38.24,38.36,27225104,1449.2,1509.81,1444.3844,1484.98,6757657
436.53,443.16,433.55,438.81,40871187,3101.21,3167.24,3101.21,3138.82,4498038,203.0,203.39,198.9,201.41,7525514,78.192,78.62,75.5,78.49,9146510,214.17,214.77,210.31,213.35,44497157,14.46,14.53,13.22,13.64,240807078,2.39,2.8,2.36,2.5599,5853335,442.0,449.11,436.2401,449.11,7282623,38.31,38.68,38.09,38.39,41279540,1495.01,1527.41,1462.0,1486.25,8233969
437.51,441.57,435.59,440.339,27322942,3143.77,3213.586,3127.3,3205.83,3729635,202.8,203.9,201.58,202.65,6223613,77.49,77.49,73.69,75.76,18674649,214.9,215.0,211.57,212.95,25586251,13.41,14.075,13.3739,13.92,115291681,2.65,2.73,2.35,2.46,3141227,449.76,454.8672,446.65,451.69,5938387,38.47,38.53,38.13,38.44,33178765,1492.99,1499.8384,1468.31,1485.18,4824461
441.62,457.65,439.19,455.88,47755979,3194.36,3247.47,3165.43,3224.35,3776929,202.97,209.95,202.4,207.79,9287562,75.79,76.25,73.12,73.76,11442419,212.34,216.3705,211.55,216.35,28392245,14.1,14.31,13.52,13.84,96219937,2.35,2.361,2.01,2.23,2508589,453.99,454.32,447.15,453.46,5770246,38.77,39.1,38.151,38.2798,36220406,1490.83,1517.31,1477.26,1489.69,5817775
452.82,454.7,441.17,444.41,45586418,3224.01,3240.81,3140.6726,3165.75,3698110,206.62,206.94,198.58,201.07,10050681,74.38,75.39,73.01,74.05,8418390,214.85,215.7,210.93,212.44,24613984,13.54,13.73,13.2,13.42,109675304,2.2,2.33,2.19,2.25,853684,452.5,460.19,441.5,447.98,8157216,38.3,38.615,38.16,38.45,38576542,1499.5365,1499.75,1415.01,1453.1,8707648
449.75,452.98,440.0,450.94,40068874,3134.66,3155.33,3101.52,3149.87,2275412,197.565,198.68,195.72,197.11,7899496,73.2915,73.37,71.41,72.0282,7056852,208.91,210.73,206.35,208.33,24836201,14.035,14.25,13.68,14.2,121150092,2.2099,2.255,2.15,2.16,802801,446.8,452.65,434.26,446.61,8898040,38.5018,38.66,38.26,38.42,23493716,1427.54,1439.99,1385.84,1419.0,6238730
447.875,449.93,436.4267,437.51,42368444,3113.2,3159.22,3073.0,3080.67,3384016,193.62,195.84,191.72,191.99,8377015,69.52,71.4,67.0,68.96,14240638,207.155,207.65,203.14,203.33,31829739,15.3,15.45,12.94,12.99,334802901,2.16,2.1973,1.96,2.0,1823336,442.95,445.47,431.83,434.11,8426783,38.56,38.58,37.675,37.8,35774409,1396.0,1420.0,1365.0,1374.0,7081523
441.99,453.1,441.19,452.24,38649102,3108.0,3174.385,3101.42,3161.0,3099388,193.0,195.418,192.12,192.56,7199964,75.67,75.75,68.3,69.52,47228871,205.29,210.28,204.75,209.29,24332646,13.37,13.45,12.67,13.36,147732450,2.02,2.1,2.0,2.05,883446,439.63,458.68,438.33,457.51,11119851,37.83,38.55,37.81,38.34,33983446,1470.0,1585.0,1435.0,1554.423,21016580
457.72,464.17,455.71,460.03,48059064,3182.99,3217.521,3155.0,3161.02,2859738,193.32,198.07,193.23,195.14,8028369,69.09,69.18,67.05,67.84,14410071,209.44,211.35,208.15,208.72,20253372,13.45,13.64,13.17,13.3622,48394505,1.9,2.02,1.86,1.91,1765793,461.84,468.87,454.23,457.72,8954994,38.07,38.18,37.88,38.17,13541294,1611.0,1651.18,1567.26,1620.71,19063440
459.315,460.0,452.18,459.78,38149232,3178.18,3178.2356,3120.0,3148.0,2453638,195.22,195.48,192.52,193.42,2510147,68.06,70.36,67.86,69.15,12432549,208.76,209.59,207.51,208.89,15731496,13.18,13.18,12.54,13.1,60418224,1.94,2.09,1.92,1.97,850964,461.2,468.19,457.62,462.555,8770693,38.01,38.39,37.93,38.06,10701617,1664.99,1668.8,1626.64,1651.5,11738513
464.25,464.35,455.8501,458.39,25935894,3173.12,3194.97,3154.1775,3181.16,2307380,195.34,197.07,194.416,196.77,6227505,69.14,70.78,68.38,69.75,8435856,209.6,211.1874,208.915,210.2492,16406243,13.07,14.05,13.06,14.05,152175919,1.98,1.99,1.86,1.89,1127020,474.05,496.39,472.6876,493.58,14269724,38.04,38.41,37.945,38.36,28665958,1677.0,1845.86,1672.83,1835.86,19482112
457.41,464.0,456.03,462.08,24276411,3212.0,3320.0,3205.8186,3312.49,5011644,199.33,204.8,199.0,204.01,13446790,68.28,69.7,65.23,67.085,11042068,210.53,212.36,209.21,211.48,17160224,14.23,14.69,13.871,14.3,135587453,1.9,1.99,1.8,1.83,1080514,498.0,499.84,483.45,490.42,11604888,38.45,38.46,38.17,38.36,16897838,1898.99,1923.9,1845.11,1888.11,15300121
463.933,468.65,462.44,462.825,33874948,3303.01,3315.9,3256.0,3260.15,3836717,204.0,207.1,200.03,205.08,10768734,66.74,69.17,66.6,68.0,8257263,211.49,212.1,209.25,209.7,21610351,14.29,14.41,13.85,14.06,80818383,1.82,1.85,1.77,1.8,925555,491.86,492.6,483.92,485.74,12361346,38.48,38.6062,38.12,38.26,24751154,1865.0,1911.0,1841.21,1879.0,11776286
463.0,473.568,462.9335,472.83,29389880,3252.0,3312.62,3238.0,3296.05,3010116,203.85,210.11,203.51,209.56,9367015,67.79,68.0,66.63,67.84,6197491,209.54,215.0,208.91,214.55,22242269,13.85,14.05,13.53,13.785,96221428,1.81,1.81,1.73,1.78,883499,479.0,495.0,475.15,485.57,22253643,38.18,38.79,38.1301,38.73,36280616,1860.68,2021.99,1857.06,2001.3,20432043
477.05,499.472,477.0,497.4,79453112,3295.0,3314.3962,3275.39,3284.59,3298563,209.94,210.0,206.25,207.52,10490456,67.5,68.02,65.6,66.49,6729052,213.86,216.25,212.85,213.02,28938393,13.64,14.58,13.62,14.12,136944700,1.78,1.78,1.71,1.76,780108,488.07,512.348,487.8064,507.14,24302131,38.91,39.0,38.57,38.88,41254306,2044.76,2095.49,2025.05,2050.0,20572968
514.79,515.14,495.745,503.79,81260572,3310.15,3380.315,3257.5608,3307.45,4293678,208.88,209.29,205.15,208.51,9489848,67.15,67.85,62.88,64.88,12364492,214.79,215.52,212.43,213.71,21225637,14.63,14.98,14.31,14.97,188339293,1.78,1.785,1.7,1.72,671501,515.35,516.5,500.3,508.62,11738566,39.02,39.04,38.54,38.84,35913728,2126.275,2129.0,1927.52,2015.695,19295383
498.79,500.7172,492.21,499.31,49337045,3294.99,3357.4,3267.0,3346.05,3781529,213.22,218.35,210.8,216.02,38718286,64.32,66.696,63.55,66.25,7418985,213.1,216.61,213.1,216.4564,19095068,15.08,17.87,15.06,17.86,574093394,1.72,1.74,1.65,1.68,889622,505.23,510.45,502.95,510.03,6847638,38.51,38.56,37.95,38.405,46299399,1974.89,2027.95,1968.0,2024.09,10051608
504.7165,507.97,500.33,506.19,37949023,3351.11,3451.7388,3344.5674,3442.06,6420990,251.96,277.97,249.47,272.31,122009666,67.62,71.64,66.03,70.5,28166750,217.88,222.09,217.36,221.15,32650657,19.01,20.97,18.56,20.43,681613494,1.66,1.75,1.66,1.715,492023,511.9694,514.7396,507.11,510.92,7613959,38.19,38.27,37.66,38.07,41755044,2060.0,2166.0,2053.6292,2151.93,13768358
508.57,509.94,495.33,500.04,36378278,3450.05,3453.0,3378.0,3400.7,3948873,267.0,278.28,260.84,276.34,44339257,69.98,70.32,67.01,68.02,9003545,222.89,231.15,219.4,226.57,53708988,19.99,20.47,18.76,19.88,371367475,1.74,1.74,1.66,1.68,536735,511.26,514.0,502.6573,505.18,7482072,37.96,38.0,37.68,37.87,34914881,2180.46,2295.6,2142.5,2239.76,23059123
504.05,505.77,498.31,498.83,38207206,3423.0,3433.3699,3386.5,3401.8,2555139,271.28,275.75,267.4,270.75,39614383,68.04,68.95,67.15,67.434,6031559,228.18,230.644,226.58,228.94,22496097,18.87,19.44,18.11,18.51,293381143,1.72,1.79,1.65,1.69,1600688,506.9965,525.92,505.7,525.92,12669199,37.87,38.06,37.4,37.91,41463938,2295.12,2318.49,2186.52,2213.52,19360294
127.58,131.0,126.0,128.85,199136542,3408.99,3495.0,3405.0,3441.91,3853016,270.0,274.71,264.9833,272.29,26230375,67.14,67.2,62.54,64.93,14438331,227.0,228.7,224.31,225.06,22743408,17.19,19.83,16.82,19.04,409817593,1.7,1.75,1.61,1.65,814786,527.3114,543.0,521.51,532.46,11586763,37.84,38.02,37.5,37.76,45068576,444.61,500.14,440.11,498.51,111197923
132.76,134.8,130.53,134.2,138233208,3489.58,3513.87,3467.0,3500.47,3176312,271.0,281.93,270.58,281.26,25387979,63.54,64.5,62.5,63.31,7796327,225.51,227.45,224.43,227.32,21619677,19.45,20.38,18.75,20.12,265160201,1.64,1.64,1.55,1.59,865924,539.2,559.75,537.46,553.0,12198861,37.79,37.82,36.51,36.88,60742624,502.14,502.49,470.51,475.04,81257715
137.59,137.98,127.0,131.22,184800962,3547.0,3552.25,3486.685,3529.34,3607645,283.47,284.5,268.57,276.72,23944897,62.84,64.89,61.3805,64.72,9512057,227.97,232.86,227.35,231.46,29757321,20.92,21.05,18.5,19.93,274023511,1.59,1.6,1.53,1.59,623625,588.15,589.0699,556.0,573.86,20462581,36.7699,37.3,36.4,37.17,46395828,478.99,479.04,405.1206,447.245,92367647
126.91,128.84,120.5,120.92,227958928,3485.0,3488.41,3303.0,3369.17,7553385,270.58,271.75,257.41,264.71,26219841,65.65,69.35,64.3,64.84,13733050,229.27,229.31,214.9602,217.3,49536774,19.09,19.84,18.3526,18.7,240372282,1.59,1.6,1.44,1.46,1312587,553.1454,555.38,515.15,520.75,22266400,37.37,37.49,36.1,36.37,61335571,407.23,431.8,402.0,407.0,80478522
120.07,123.7,110.89,120.9,308317528,3318.0,3381.5,3111.13,3294.62,8364379,262.98,265.67,243.2,254.7,27408999,64.99,65.0,59.01,62.6,11405487,215.1,218.3599,205.19,214.14,52517540,18.54,19.18,15.61,17.9699,311134473,1.43,1.46,1.31,1.39,1354181,511.35,527.0,468.19,504.59,35711338,36.49,36.63,35.87,36.36,42774557,402.81,428.0,372.0201,417.9307,101060529
113.95,118.99,112.68,112.83,207475295,3144.0,3250.845,3130.0,3149.84,5531793,240.565,253.675,240.1401,241.27,26190041,57.75,58.6,54.21,54.34,16676734,206.5,210.03,202.2,202.65,45494926,17.17,17.86,16.51,17.01,167807727,1.4,1.49,1.32,1.4,889576,469.38,502.0,468.17,475.865,18705661,36.53,36.61,35.68,35.915,43626271,356.0,368.74,329.88,330.02,103446741
117.26,119.14,115.26,117.18,154399690,3202.99,3303.175,3185.0,3268.27,4679433,246.4,253.45,242.96,250.43,16003798,56.03,57.19,54.51,56.86,8968701,207.6,214.8399,206.7,211.18,38564566,17.9,18.63,17.7,18.09,173359702,1.41,1.47,1.38,1.41,482552,496.0,512.37,489.27,508.42,17407277,36.29,36.65,36.14,36.185,38000459,356.6,369.0,341.51,366.21,73161075
119.5,120.05,112.5,113.48,141520456,3336.52,3349.89,3170.55,3176.12,4143393,255.02,256.48,246.97,247.8,8744588,59.9,60.32,57.4,57.56,5985842,212.46,213.2,204.11,205.38,25334530,18.45,18.56,17.49,17.74,119128357,1.575,1.83,1.53,1.53,5604436,517.235,518.99,486.68,492.48,13478366,36.105,36.27,35.5831,35.64,30684647,387.72,398.99,360.56,370.5,67341190
114.57,115.23,110.0,112.01,168935205,3208.69,3217.3408,3083.98,3117.28,4802863,250.72,251.3,239.45,243.15,9826876,58.49,59.51,57.45,59.34,4618728,207.2,208.63,201.24,204.04,28972254,18.0,18.1,17.45,17.965,104674145,1.57,1.5895,1.47,1.52,1001570,499.42,506.1,475.83,486.695,15420521,35.74,36.11,35.45,36.07,41126792,381.94,382.5,360.5,372.4101,58016059
114.72,115.93,112.8,115.3599,123728990,3172.9373,3187.39,3096.0,3102.97,4155895,246.31,248.87,244.04,246.54,7322941,60.15,63.85,60.115,63.69,8337057,204.24,209.2,204.03,205.3,24505446,18.18,18.78,17.9,18.72,122216381,1.54,1.68,1.5333,1.66,1224183,523.24,532.6,505.2457,514.84,28324700,36.36,37.5384,36.28,37.01,49985067,380.95,420.0,373.3,419.765,79130201
118.33,118.829,113.61,115.55,171497919,3136.16,3175.02,3108.92,3153.28,3623915,251.05,251.94,248.5101,251.59,3138063,65.0274,68.41,64.2293,66.85,8890010,208.42,209.78,206.93,208.85,17280355,19.1,20.25,18.88,19.19,107877743,1.7,1.72,1.56,1.6,866680,531.2,531.95,513.11,519.88,17421551,37.19,37.35,36.81,36.95,17954058,436.56,461.94,430.7,449.38,93230923
115.23,116.0,112.04,112.13,142859370,3179.99,3187.238,3074.15,3077.14,4013159,254.67,255.43,250.23,250.74,4089426,67.64,70.04,66.73,68.83,10271907,210.62,210.65,204.64,204.94,22190641,19.27,19.54,18.52,19.015,54255985,1.56,1.63,1.5,1.52,901675,518.29,523.71,500.55,500.5601,13450682,37.28,37.31,36.72,36.79,16745361,439.87,457.79,435.31,441.76,68279651
109.72,112.2,108.71,110.32,159638807,3009.25,3029.432,2972.55,3010.56,5878006,246.29,248.815,241.31,244.49,4177520,68.5,70.9,64.6,67.93,11693774,200.05,204.33,199.96,202.96,28217200,18.26,19.33,18.08,19.2901,48281625,1.46,1.62,1.46,1.53,749037,485.2894,503.59,481.39,498.54,18781808,36.78,36.95,36.55,36.81,12641157,415.6,437.79,408.0001,423.43,72114062
110.4,110.88,106.09,106.6,208107357,3031.74,3037.8,2905.54,2952.64,7048417,245.03,248.11,238.7101,242.72,5328232,68.28,70.0,66.1,69.85,8740028,202.8,203.65,196.25,200.45,42598816,19.72,19.88,18.94,19.4103,48002225,1.56,1.6,1.53,1.55,547605,503.75,505.3,479.55,487.46,15962157,36.78,37.07,36.57,36.63,21418786,447.94,451.0,428.8,440.9701,79958470
104.54,110.19,103.1,110.13,178442044,2906.5,2962.0,2871.0,2962.0,5556010,238.36,245.13,236.8,245.05,3520318,68.6,69.48,65.46,69.39,7255098,197.19,202.71,196.38,202.64,33789607,19.05,19.265,17.66,18.8002,72444246,1.59,1.59,1.47,1.52,709056,477.0,500.9,476.18,500.66,16933856,36.37,36.48,35.375,36.03,21347832,453.13,455.68,407.07,449.41,100472833
112.68,112.86,109.16,111.8,167185259,3033.835,3133.99,3000.2,3129.0,6434345,246.74,248.57,241.26,247.78,3070720,67.5,69.19,66.67,68.73,5374657,205.06,208.1,202.075,207.38,29316994,18.48,19.45,18.37,19.22,58936664,1.54,1.54,1.47,1.51,515859,503.0,505.9199,486.222,505.68,15464736,35.81,36.33,35.74,36.255,19031807,429.6,437.76,417.6001,423.974,66208306
111.62,112.11,106.77,107.23,131794926,3120.43,3126.999,2992.376,2997.44,5139526,248.485,248.77,235.35,236.13,5922722,67.865,68.62,65.77,67.2,6507292,207.9,208.1,200.03,200.59,25085940,19.22,19.36,17.8,17.96,64894365,1.49,1.51,1.38,1.43,765745,503.02,509.08,483.17,485.05,15184550,36.34,36.3779,35.965,36.0,18109089,405.16,412.15,375.8801,380.3885,88358954
105.17,110.25,105.0,108.2015,152123922,2977.79,3069.3,2965.0,3018.58,5243062,235.84,239.9574,233.64,237.5,3462370,65.5,66.77,63.64,65.27,5366528,199.85,205.57,199.2,203.18,27541419,17.32,18.39,16.75,17.855,62865961,1.88,1.9,1.44,1.7798,14853578,482.89,502.78,480.56,493.92,17387132,35.95,36.04,35.54,35.76,17826964,363.8,399.5,351.3,387.63,93527446
108.43,112.44,107.67,112.28,137542199,3054.86,3101.54,2999.0,3094.65,4132029,237.39,243.945,235.05,242.92,3501585,65.8865,69.73,65.67,69.43,8935364,203.55,209.04,202.54,207.77,25019068,18.02,18.62,17.95,18.32,41372743,1.54,1.63,1.5,1.55,2309244,497.9,515.34,489.83,515.0,13924737,35.54,36.15,35.52,36.05,11157890,393.47,408.7323,391.3,407.18,64600754
114.98,115.32,112.78,115.0,119572328,3148.85,3175.04,3117.1685,3175.04,3460095,247.56,248.58,242.21,246.83,3566840,69.65,71.5,69.1,70.63,6714174,210.95,212.57,208.06,209.61,25144753,18.88,19.16,18.43,18.805,40699767,1.58,1.62,1.5,1.57,1015771,521.61,522.07,510.0,521.4,12823864,36.16,36.575,36.16,36.41,11631390,424.62,428.08,415.55,421.0602,46468845
114.55,115.31,113.57,114.11,89264463,3175.39,3188.26,3132.54,3142.92,2988446,245.26,247.8965,244.5,247.39,7228584,70.46,71.34,69.5851,70.51,4954785,209.35,210.07,206.81,207.16,19544440,18.76,21.12,18.71,20.85,317664030,1.75,2.23,1.65,2.1242,13081570,517.5,537.71,517.33,528.72,14786106,36.43,36.54,36.035,36.17,20717155,416.0,428.5,411.6,418.99,47939292
113.77,117.25,113.62,115.61,115978209,3141.14,3212.88,3133.99,3147.425,4021286,246.65,255.4068,246.221,251.01,13792509,72.51,75.39,70.16,70.74,14253929,207.73,211.97,206.54,210.32,23047500,21.72,22.59,20.76,21.2,354704240,2.58,3.28,2.36,2.84,112149378,526.3,544.9,526.01,540.895,15400089,36.27,36.959,36.25,36.68,28860421,421.32,433.93,420.47,428.97,45355318
117.64,117.72,115.83,116.8,97603139,3208.0,3224.0,3172.0,3222.01,4447323,253.18,254.67,250.81,253.37,7317688,69.51,70.2,68.16,70.03,6003918,213.41,213.99,211.34,212.46,19324159,21.68,21.96,20.83,21.76,152776434,2.395,2.47,2.14,2.3801,17516724,550.32,550.5095,538.4301,544.7,11931388,36.91,37.09,36.1628,36.37,35619937,440.76,448.88,434.42,447.81,46917693
112.89,115.37,112.22,113.02,122690422,3153.63,3195.7964,3123.0,3125.93,4742517,249.75,254.95,247.21,247.95,7698186,67.9,72.77,67.25,68.81,7364343,208.01,210.99,205.54,206.18,24933552,20.83,22.2,20.8,21.2,173009301,2.19,2.63,2.17,2.3501,10645129,528.83,540.78,522.04,522.48,11931193,36.06,36.66,36.03,36.37,27955949,421.39,439.13,415.0,415.2699,64001779
113.92,116.65,113.55,116.54,93972780,3145.84,3202.53,3140.85,3199.2,3257694,250.0,253.28,249.0,251.53,5851985,69.57,72.02,69.05,71.87,5754785,207.25,210.41,206.98,210.37,16429213,21.66,21.92,21.07,21.6,115725283,2.4,2.47,2.27,2.36,4926824,529.44,545.77,528.9106,545.7,10921975,36.53,36.88,36.34,36.74,24664990,423.35,433.64,419.33,425.5,42071439
115.7,116.12,112.25,113.16,142211773,3165.0,3182.0,3090.0,3099.29,4281272,252.73,257.29,249.0,250.14,7710361,72.0,73.92,70.31,71.04,6665827,208.82,210.18,204.82,205.91,21775105,21.71,21.94,20.6,20.67,136572359,2.3,2.32,2.15,2.2,6062940,553.05,565.68,546.6,549.36,17954642,37.0,37.03,36.09,36.15,35068797,423.79,428.7799,406.05,413.7001,46076914
114.62,115.51,114.13,115.05,84487218,3135.0,3200.0,3132.385,3192.51,3910789,252.2,260.74,252.2,259.86,7911573,71.23,73.24,70.959,72.33,3796356,207.06,210.0,206.72,209.81,18882800,21.06,21.77,20.79,21.55,115129931,2.22,2.5,2.19,2.38,8391974,560.0,564.77,554.54,558.56,9568684,36.26,36.59,36.03,36.46,34428771,419.87,429.9,413.845,425.19,40832057
116.27,116.4,114.5901,114.97,74552335,3225.0,3233.2944,3174.99,3190.55,2837992,264.2,264.62,257.08,260.22,7520786,73.5,73.76,72.01,72.93,3745733,210.51,211.19,208.32,210.63,16705317,22.05,22.45,21.29,21.44,150796917,2.44,2.46,2.27,2.385,3526328,563.245,563.38,550.32,553.79,8629288,36.6,38.1,36.51,36.89,27800195,438.44,439.0,425.3,425.92,38297823
115.28,117.0,114.92,116.98,86041259,3210.0,3288.99,3197.83,3287.82,4342333,262.9,266.05,261.5,265.98,6191493,73.4,73.67,72.39,73.11,4445842,211.475,215.86,211.25,215.81,21433543,21.62,21.74,21.32,21.48,70108337,2.39,2.63,2.33,2.615,8426907,550.68,552.97,546.43,550.54,7747957,36.83,37.1174,36.59,36.78,29756631,430.13,434.5899,426.4601,433.96,27687361
120.06,125.18,119.2845,124.42,214339341,3349.94,3496.24,3339.55,3442.93,7483386,270.0,270.0,265.2927,266.97,6851963,73.61,75.8514,72.92,75.31,7133740,218.79,223.86,216.81,221.41,32788186,21.88,22.18,21.55,21.85,85848129,2.74,3.13,2.68,3.03,21507858,559.58,573.88,556.5,568.71,9442751,36.7,37.18,36.465,36.82,32255389,442.0,448.74,438.58,442.0,36564876
